query_id,label
gb|AAL19308.1|ARO:3000504|golS,antibiotic efflux
gb|BAE78082.1|ARO:3003550|mdtP,antibiotic efflux
gb|BAE77778.1|ARO:3000508|gadX,antibiotic efflux
gb|AAC76539.1|ARO:3000796|mdtF,antibiotic efflux
gb|BAB38260.1|ARO:3000830|cpxA,antibiotic efflux
gb|CAJ77856.1|ARO:3000777|adeF,antibiotic efflux
gb|BAB41874.1|ARO:3000815|mgrA,antibiotic efflux
gb|ACD35503.1|ARO:3000572|tet(42),antibiotic efflux
gb|AEM62948.1|ARO:3003196|tet(45),antibiotic efflux
gb|AAA71915.1|ARO:3000173|tet(E),antibiotic efflux
gb|CAA42594.1|ARO:3002690|Sliv_cmlR,antibiotic efflux
gb|ABD30512.1|ARO:3000839|arlS,antibiotic efflux
gb|ADM92606.1|ARO:3000549|adeS,antibiotic efflux
gb|AAL20862.1|ARO:3000826|sdiA,antibiotic efflux
gb|AAM77075.1|ARO:3002695|cmlA5,antibiotic efflux
gb|CAC14594.1|ARO:3003055|smeD,antibiotic efflux
gb|AAG05883.1|ARO:3000805|OprN,antibiotic efflux
gb|CAA78046.1|ARO:3002701|Rfas_cmr,antibiotic efflux
gb|BAA34299.1|ARO:3003034|mexX,antibiotic efflux
gb|ALX99516.1|ARO:3003811|adeC,antibiotic efflux
gb|AAD51347.1|ARO:3003067|smeS,antibiotic efflux
gb|AAA99504.1|ARO:3002987|bcrA,antibiotic efflux
gb|CAB13167.1|ARO:3003064|ykkD,antibiotic efflux
gb|BAJ09383.1|ARO:3003046|qacA,antibiotic efflux
gb|AAC74149.2|ARO:3001216|mdtH,antibiotic efflux
gb|AAU95768.1|ARO:3000026|mepA,antibiotic efflux
gb|AAC75135.2|ARO:3000792|mdtA,antibiotic efflux
gb|AAL19306.1|ARO:3000789|mdsA,antibiotic efflux
gb|CAA64891.1|ARO:3000812|mtrE,antibiotic efflux
gb|ADM92605.1|ARO:3000553|adeR,antibiotic efflux
gb|CAH35802.1|ARO:3002983|amrB,antibiotic efflux
gb|AAG03814.1|ARO:3000377|MexA,antibiotic efflux
gb|BAC67143.1|ARO:3000166|tet(B),antibiotic efflux
gb|AAC72341.1|ARO:3000182|tet(Y),antibiotic efflux
gb|AAD22144.1|ARO:3002698|cmlB,antibiotic efflux
gb|AAV85982.1|ARO:3000535|macB,antibiotic efflux
gb|AAG07595.1|ARO:3000809|OpmD,antibiotic efflux
gb|AAC60780.1|ARO:3003049|rosB,antibiotic efflux
gb|AAA20116.1|ARO:3000180|tetA(P),antibiotic efflux
gb|BAA11237.1|ARO:3000254|emrY,antibiotic efflux
gb|CAJ77855.1|ARO:3000779|adeH,antibiotic efflux
gb|AAQ10694.1|ARO:3003047|qacB,antibiotic efflux
gb|KIX81495.1|ARO:3002813|lmrB,antibiotic efflux
gb|ACJ59254.1|ARO:3000768|abeS,antibiotic efflux
gb|ACT97415.1|ARO:3002999|CblA-1,antibiotic inactivation
gb|AEJ08681.1|ARO:3001109|SHV-52,antibiotic inactivation
gb|AFJ59957.1|ARO:3001989|CTX-M-130,antibiotic inactivation
gb|AEX08599.1|ARO:3002356|NDM-6,antibiotic inactivation
gb|BAP68758.1|ARO:3001855|ACT-35,antibiotic inactivation
gb|AAF61417.1|ARO:3002244|CARB-5,antibiotic inactivation
gb|AAT45742.1|ARO:3000988|TEM-126,antibiotic inactivation
gb|ACH58990.1|ARO:3002511|LRA-12,antibiotic inactivation
gb|AAF19151.1|ARO:3000938|TEM-72,antibiotic inactivation
gb|AAD45935.1|ARO:3000928|TEM-59,antibiotic inactivation
gb|ACS35345.1|ARO:3002320|KPC-10,antibiotic inactivation
gb|AEV91551.1|ARO:3001711|OXA-212,antibiotic inactivation
gb|CAB94707.1|ARO:3002193|IMP-2,antibiotic inactivation
gb|CAA63264.1|ARO:3002012|CMY-1,antibiotic inactivation
gb|AGW16411.1|ARO:3001517|OXA-329,antibiotic inactivation
gb|AEV91214.1|ARO:3001832|ACT-10,antibiotic inactivation
gb|BAO09635.1|ARO:3001557|OXA-371,antibiotic inactivation
gb|AFA51699.1|ARO:3001980|CTX-M-121,antibiotic inactivation
gb|AAS48620.1|ARO:3002372|VEB-3,antibiotic inactivation
gb|AAA26652.1|ARO:3002835|lnuA,antibiotic inactivation
gb|CAD58780.1|ARO:3001794|OXA-45,antibiotic inactivation
gb|ACM67635.1|ARO:3001800|OXA-226,antibiotic inactivation
gb|AIS67611.1|ARO:3003163|CTX-M-155,antibiotic inactivation
gb|AIT76106.1|ARO:3002146|DHA-15,antibiotic inactivation
gb|CAI43424.1|ARO:3002415|OXY-6-3,antibiotic inactivation
gb|ACC85616.1|ARO:3002804|FosA2,antibiotic inactivation
gb|AAA26699.1|ARO:3002649|APH(3')-Va,antibiotic inactivation
gb|AAG15269.1|ARO:3002528|AAC(3)-Ia,antibiotic inactivation
gb|CAI43422.1|ARO:3002413|OXY-6-1,antibiotic inactivation
gb|AIT76099.1|ARO:3002125|CMY-114,antibiotic inactivation
gb|AAQ08905.1|ARO:3001808|OXA-60,antibiotic inactivation
gb|CAJ77809.1|ARO:3001650|OXA-90,antibiotic inactivation
gb|AAG29813.1|ARO:3002380|SME-2,antibiotic inactivation
gb|AAA25683.1|ARO:3002538|AAC(3)-IIIc,antibiotic inactivation
gb|AAL79541.1|ARO:3002397|OXY-2-2,antibiotic inactivation
gb|ACS44783.1|ARO:3002188|MOX-5,antibiotic inactivation
gb|AGE11905.1|ARO:3000904|TEM-34,antibiotic inactivation
gb|CAM86994.1|ARO:3001617|OXA-69,antibiotic inactivation
gb|AAO33760.1|ARO:3000879|TEM-7,antibiotic inactivation
gb|BAA84973.1|ARO:3001082|SHV-24,antibiotic inactivation
gb|CCE94500.1|ARO:3001502|OXA-256,antibiotic inactivation
gb|AGW16412.1|ARO:3001518|OXA-330,antibiotic inactivation
gb|ADM21467.1|ARO:3002053|CMY-42,antibiotic inactivation
gb|AFJ11384.1|ARO:3002546|AAC(6')-Ib,antibiotic inactivation
gb|AAP74657.1|ARO:3000600|Erm(34),antibiotic target alteration
gb|AGH19769.1|ARO:3003198|rmtH,antibiotic target alteration
gb|CAB60001.1|ARO:3000326|ErmE,antibiotic target alteration
gb|BAH45481.1|ARO:3002815|clbB,antibiotic target alteration
gb|BAA03674.1|ARO:3001300|myrA,antibiotic target alteration
gb|AEP40500.1|ARO:3002912|vanN,antibiotic target alteration
gb|AAA99931.1|ARO:3003060|tsnR,antibiotic target alteration
gb|AAB05622.1|ARO:3002921|vanR_in_vanB_cl,antibiotic target alteration
gb|AAA99503.1|ARO:3003250|bcrC,antibiotic target alteration
gb|BAF80809.1|ARO:3002665|npmA,antibiotic target alteration
gb|CAM96571.1|ARO:3004605|ermZ,antibiotic target alteration
gb|CAA66307.2|ARO:3000592|ErmN,antibiotic target alteration
gb|AAC36915.1|ARO:3000593|ErmQ,antibiotic target alteration
gb|AAS79458.1|ARO:3001302|chrB,antibiotic target alteration
gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl,antibiotic target alteration
gb|ABA71732.1|ARO:3003069|vanXY_in_vanG,antibiotic target alteration
gb|ABX54687.1|ARO:3002910|vanL,antibiotic target alteration
gb|CAA44667.1|ARO:3001305|ErmU,antibiotic target alteration
gb|AAA24786.1|ARO:3000368|vanC,antibiotic target alteration
gb|CCP44758.1|ARO:3000392|Erm(37),antibiotic target alteration
gb|AAD12162.1|ARO:3001299|Sfra_tlrB_TYL,antibiotic target alteration
gb|ABX54691.1|ARO:3002927|vanR_in_vanL_cl,antibiotic target alteration
gb|AGZ55247.1|ARO:3002814|clbA,antibiotic target alteration
gb|AAA88675.1|ARO:3000498|ErmF,antibiotic target alteration
gb|BAE78116.1|ARO:3003576|eptA,antibiotic target alteration
gb|AAB05624.1|ARO:3002956|vanY_in_vanB_cl,antibiotic target alteration
gb|AAL27443.1|ARO:3002967|vanXY_in_vanE,antibiotic target alteration
gb|AAO82019.1|ARO:3004254|vanV_in_vanB_cl,antibiotic target alteration
gb|CAL64019.1|ARO:3003441|cfrA,antibiotic target alteration
gb|CBY77552.1|ARO:3003106|Erm(42),antibiotic target alteration
gb|AAA26742.1|ARO:3001304|ErmS,antibiotic target alteration
gb|AAA65953.1|ARO:3002919|vanR_in_vanA_cl,antibiotic target alteration
gb|AAM09849.1|ARO:3000005|vanD,antibiotic target alteration
gb|AHA41499.1|ARO:3002948|vanH_in_vanO_cl,antibiotic target alteration
gb|AAA98296.1|ARO:3000250|ErmC,antibiotic target alteration
gb|AAL68827.1|ARO:3000605|Erm(36),antibiotic target alteration
gb|CAP07796.1|ARO:3000860|rmtB,antibiotic target alteration
gb|AAA98484.1|ARO:3000596|ErmX,antibiotic target alteration
gb|AAC75089.1|ARO:3003577|ugd,antibiotic target alteration
gb|AAF86642.1|ARO:3002933|vanS_in_vanC_cl,antibiotic target alteration
gb|CAA26964.1|ARO:3000347|ErmA,antibiotic target alteration
gb|AAC37034.1|ARO:3000522|ErmG,antibiotic target alteration
gb|AAN86837.2|ARO:3000601|Erm(38),antibiotic target alteration
gb|AHH83938.1|ARO:3000013|vanB,antibiotic target alteration
gb|AAL12234.1|ARO:3003552|fusB,antibiotic target protection
gb|ACB05808.1|ARO:3003109|msrE,antibiotic target protection
gb|AFR46589.1|ARO:3002771|QnrB58,antibiotic target protection
gb|AFU25658.1|ARO:3002762|QnrB47,antibiotic target protection
gb|AEG74318.1|ARO:3002795|QnrS6,antibiotic target protection
gb|AGL43627.1|ARO:3002778|QnrB66,antibiotic target protection
gb|AEL00461.1|ARO:3002753|QnrB38,antibiotic target protection
gb|CAP45903.1|ARO:3002733|QnrB18,antibiotic target protection
gb|CAA45050.1|ARO:3002828|srmB,antibiotic target protection
gb|ABG56269.1|ARO:3002724|QnrB10,antibiotic target protection
gb|ABH10964.1|ARO:3002830|vgaALC,antibiotic target protection
gb|AAZ04784.1|ARO:3002711|QnrA5,antibiotic target protection
gb|AHE41345.1|ARO:3002797|QnrS8,antibiotic target protection
gb|AAL05553.1|ARO:3003206|lsaE,antibiotic target protection
gb|ABX72042.1|ARO:3002727|QnrB13,antibiotic target protection
gb|AEL00458.1|ARO:3002751|QnrB36,antibiotic target protection
gb|CCI51002.2|ARO:3002767|QnrB54,antibiotic target protection
gb|ACS71747.1|ARO:3002738|QnrB23,antibiotic target protection
gb|ABO93588.1|ARO:3002715|QnrB2,antibiotic target protection
gb|ADI46626.1|ARO:3002739|QnrB24,antibiotic target protection
gb|AEQ94272.1|ARO:3002757|QnrB42,antibiotic target protection
gb|ABF47469.1|ARO:3002790|QnrS1,antibiotic target protection
gb|BAN04737.1|ARO:3002774|QnrB61,antibiotic target protection
gb|AGL43632.1|ARO:3002783|QnrB71,antibiotic target protection
gb|AEG74319.1|ARO:3002794|QnrS5,antibiotic target protection
gb|ABS30107.1|ARO:3002725|QnrB11,antibiotic target protection
gb|ABP87778.1|ARO:3002720|QnrB6,antibiotic target protection
gb|ADI55014.1|ARO:3002801|QnrVC4,antibiotic target protection
gb|AFD54601.1|ARO:3002764|QnrB49,antibiotic target protection
gb|CAA10975.1|ARO:3000194|tet(W),antibiotic target protection
gb|CAP45902.1|ARO:3002732|QnrB17,antibiotic target protection
gb|AHY03238.1|ARO:3002789|QnrD2,antibiotic target protection
gb|AFR46590.1|ARO:3002772|QnrB59,antibiotic target protection
gb|ABC17629.1|ARO:3002716|QnrB3,antibiotic target protection
gb|ADM52188.1|ARO:3002743|QnrB28,antibiotic target protection
gb|AGL43626.1|ARO:3002777|QnrB65,antibiotic target protection
gb|AAA26684.1|ARO:3002829|vgaA,antibiotic target protection
gb|AGK90303.1|ARO:3002734|QnrB19,antibiotic target protection
gb|AEL31272.1|ARO:3002756|QnrB41,antibiotic target protection
gb|ADW54092.1|ARO:3002761|QnrB46,antibiotic target protection
gb|ACJ24509.1|ARO:3002793|QnrS4,antibiotic target protection
gb|AHF20043.1|ARO:3002798|QnrS9,antibiotic target protection
gb|AEL00450.1|ARO:3002747|QnrB32,antibiotic target protection
gb|ACM50952.1|ARO:3002736|QnrB21,antibiotic target protection
gb|AAD01868.1|ARO:3002867|dfrF,antibiotic target replacement
gb|CAA90683.1|ARO:3003012|dfrA13,antibiotic target replacement
gb|CAP69659.1|ARO:3003017|dfrA21,antibiotic target replacement
gb|CAI99385.1|ARO:3002856|dfrA24,antibiotic target replacement
gb|ACJ63260.1|ARO:3000413|sul3,antibiotic target replacement
gb|AHV80711.1|ARO:3002863|dfrA8,antibiotic target replacement
gb|BAE15963.1|ARO:3002868|dfrG,antibiotic target replacement
gb|AAA85213.1|ARO:3002866|dfrD,antibiotic target replacement
gb|AAA25550.1|ARO:3003105|dfrA3,antibiotic target replacement
gb|ABB71176.1|ARO:3003020|dfrA25,antibiotic target replacement
gb|AAK60186.1|ARO:3003014|dfrA16,antibiotic target replacement
gb|CAE53424.1|ARO:3003016|dfrA20,antibiotic target replacement
gb|ABQ47844.1|ARO:3000215|mecR1,antibiotic target replacement
gb|CAL48457.1|ARO:3002857|dfrA26,antibiotic target replacement
gb|ADO00942.1|ARO:3003023|dfrB6,antibiotic target replacement
gb|AAA82255.1|ARO:3002864|dfrB1,antibiotic target replacement
gb|CAG34233.2|ARO:3003019|dfrA23,antibiotic target replacement
gb|CCC86795.1|ARO:3001209|mecC,antibiotic target replacement
gb|CAC81324.1|ARO:3003015|dfrA19,antibiotic target replacement
gb|BAB41258.1|ARO:3000124|mecI,antibiotic target replacement
gb|AAL59753.1|ARO:3000412|sul2,antibiotic target replacement
gb|ACR57831.1|ARO:3003022|dfrB3,antibiotic target replacement
gb|AEJ33969.1|ARO:3000410|sul1,antibiotic target replacement
gb|ADG84870.1|ARO:3002858|dfrA12,antibiotic target replacement
gb|ABG91835.1|ARO:3002860|dfrA17,antibiotic target replacement
gb|AGC51118.1|ARO:3000617|mecA,antibiotic target replacement
gb|AGY30828.1|ARO:3003018|dfrA22,antibiotic target replacement
gb|AAO04716.1|ARO:3002865|dfrC,antibiotic target replacement
gb|AHG97174.1|ARO:3003011|dfrA10,antibiotic target replacement
gb|EOD99669.1|ARO:3002875|dfrE,antibiotic target replacement
gb|ABB89122.1|ARO:3002861|dfrA5,antibiotic target replacement
gb|AHK10285.1|ARO:3002859|dfrA14,antibiotic target replacement
gb|BAI83385.1|ARO:3003440|mecB,antibiotic target replacement
gb|CBL80435.1|ARO:3002869|dfrK,antibiotic target replacement
gb|ABI20482.1|ARO:3003021|dfrB2,antibiotic target replacement
gb|AAP74961.2|ARO:3002854|dfrA1,antibiotic target replacement
gb|AHB39758.1|ARO:3003013|dfrA15,antibiotic target replacement
gb|ACS44716.1|ARO:3002862|dfrA7,antibiotic target replacement
gb|CAI29521.1|ARO:3004640|dfrA15b,antibiotic target replacement
gb|CAB06660.1|ARO:3004644|Pmir_dfrA6,antibiotic target replacement
gb|ABO40886.1|ARO:3004645|dfrI,antibiotic target replacement
gb|AAN85115.1|ARO:3004642|dfrA3b,antibiotic target replacement
gb|AQX82857.1|ARO:3004185|mecD,antibiotic target replacement
gb|WP_102607457.1|ARO:3004361|sul4,antibiotic target replacement
